p0 [Pa],cbt [m],n0 [m^-3],uz0 [m/s],u0 [m/s],rp [m],Tp [K],rrmse
115.20803376819612,0.009622236481449772,2.125e+19,2671329.1514981654,2336.6923389930867,0.01895726369053996,2611012.5,0.04299937930530989
118.42325113557362,0.010112734885552723,2.125e+19,2701509.1529770186,2336.6923389930867,0.01895726369053996,2659364.5833333335,0.045923025509381855
122.20311800840359,0.010565430689621473,2.125e+19,2731489.892236889,2336.6923389930867,0.01895726369053996,2707716.6666666665,0.04960959812441836
126.39156676311258,0.010989604768683865,2.125e+19,2761276.315187735,2336.6923389930867,0.01895726369053996,2756068.75,0.05358219280599532
130.88822897084228,0.011391166373013998,2.125e+19,2790873.159520214,2336.6923389930867,0.01895726369053996,2804420.8333333335,0.05760236037215518
135.6245909494153,0.011774157681043647,2.125e+19,2820284.96692719,2336.6923389930867,0.01895726369053996,2852772.916666667,0.06155293851710854
140.55190718999955,0.012141491434278541,2.125e+19,2849516.0944123827,2336.6923389930867,0.01895726369053996,2901125.0,0.06537829849796337
145.63441881152826,0.012495351344517413,2.125e+19,2878570.7247685324,2336.6923389930867,0.01895726369053996,2949477.0833333335,0.06905438852274128
150.84526163302533,0.012837426496089297,2.125e+19,2907452.8762985826,2336.6923389930867,0.01895726369053996,2997829.166666667,0.07257353687052921
156.16386034473757,0.013169056830696552,2.125e+19,2936166.411845987,2336.6923389930867,0.01895726369053996,3046181.25,0.07593657189511713
161.57419921822304,0.013491327764380986,2.125e+19,2964715.0471934504,2336.6923389930867,0.01895726369053996,3094533.3333333335,0.07914864333029362
167.06363671411535,0.013805134122515333,2.125e+19,2993102.3588833846,2336.6923389930867,0.01895726369053996,3142885.416666667,0.0822169659213161
172.62207140846579,0.014111224744666275,2.125e+19,3021331.791508291,2336.6923389930867,0.01895726369053996,3191237.5,0.08514958811711595
178.24134231983834,0.01441023445836962,2.125e+19,3049406.664514429,2336.6923389930867,0.01895726369053996,3239589.5833333335,0.08795472035902918
183.91478985263123,0.014702707538732915,2.125e+19,3077330.1785580846,2336.6923389930867,0.01895726369053996,3287941.666666667,0.09064037475296385
189.63692927991525,0.014989115273099752,2.125e+19,3105105.421449998,2336.6923389930867,0.01895726369053996,3336293.75,0.09321418038292584
195.40320459098476,0.015269869347833412,2.125e+19,3132735.373720247,2336.6923389930867,0.01895726369053996,3384645.8333333335,0.09568329838008303
201.20980067641182,0.01554533221269682,2.125e+19,3160222.913832899,2336.6923389930867,0.01895726369053996,3432997.916666667,0.09805439353973122
207.05349847362973,0.015815825218541878,2.125e+19,3187570.823077056,2336.6923389930867,0.01895726369053996,3481350.0,0.10033363753216362
142.70280565945524,0.010768178110672686,2.5e+19,2333701.3023404325,2336.6923389930867,0.01895726369053996,2320900.0,0.05146183341902055
149.1507294734499,0.011251738096788477,2.5e+19,2363381.2871345887,2336.6923389930867,0.01895726369053996,2369252.0833333335,0.05618711641876493
155.9561657384663,0.011707780563731373,2.5e+19,2392841.71398001,2336.6923389930867,0.01895726369053996,2417604.1666666665,0.060863819243092684
163.0317980264717,0.012141491434278498,2.5e+19,2422088.680250524,2336.6923389930867,0.01895726369053996,2465956.25,0.06537829849796245
170.3180087703287,0.012556531800362427,2.5e+19,2451127.996648177,2336.6923389930867,0.01895726369053996,2514308.3333333335,0.06968687496739695
177.77265399220008,0.012955604608855432,2.5e+19,2479965.205958907,2336.6923389930867,0.01895726369053996,2562660.4166666665,0.07377811441992313
185.3651180125759,0.013340776056561749,2.5e+19,2508605.600249606,2336.6923389930867,0.01895726369053996,2611012.5,0.0776554574168857
193.07265572860032,0.013713670190927753,2.5e+19,2537054.2366626486,2336.6923389930867,0.01895726369053996,2659364.5833333335,0.0813289724629664
200.8780437922267,0.014075592977989156,2.5e+19,2565315.9519456998,2336.6923389930867,0.01895726369053996,2707716.6666666665,0.08481134880499164
208.76802060622254,0.014427614781105118,2.5e+19,2593395.3758388306,2336.6923389930867,0.01895726369053996,2756068.75,0.08811593078414005
216.73222147948854,0.014770627124779043,2.5e+19,2621296.943427387,2336.6923389930867,0.01895726369053996,2804420.8333333335,0.09125576531828422
224.7624350003932,0.01510538291841145,2.5e+19,2649024.9065568615,2336.6923389930867,0.01895726369053996,2852772.916666667,0.09424316332014687
